timestamp,close_spot,close_futures,funding_rate
2024-02-12 08:00:00,108.86000000,108.8340,0.00010000
2024-02-12 16:00:00,111.64000000,111.7370,0.00010000
2024-02-12 16:00:00,111.64000000,111.7370,0.00010000
2024-02-13 00:00:00,114.02000000,114.0870,0.00010000
2024-02-13 00:00:00,114.02000000,114.0870,0.00010000
2024-02-13 08:00:00,110.31000000,110.3900,0.00014166
2024-02-13 08:00:00,110.31000000,110.3900,0.00014166
2024-02-13 16:00:00,112.48000000,112.5390,0.00010000
2024-02-13 16:00:00,112.48000000,112.5390,0.00010000
2024-02-14 00:00:00,113.06000000,113.0990,0.00010000
2024-02-14 00:00:00,113.06000000,113.0990,0.00010000
2024-02-14 08:00:00,116.88000000,117.0060,0.00010000
2024-02-14 08:00:00,116.88000000,117.0060,0.00010000
2024-02-14 16:00:00,116.97000000,117.0920,0.00029225
2024-02-14 16:00:00,116.97000000,117.0920,0.00029225
2024-02-15 00:00:00,115.01000000,115.1000,0.00013572
2024-02-15 00:00:00,115.01000000,115.1000,0.00013572
2024-02-15 08:00:00,114.05000000,114.1360,0.00015932
2024-02-15 08:00:00,114.05000000,114.1360,0.00015932
2024-02-15 16:00:00,113.50000000,113.5980,0.00012000
2024-02-15 16:00:00,113.50000000,113.5980,0.00012000
2024-02-16 00:00:00,111.48000000,111.5600,0.00022371
2024-02-16 00:00:00,111.48000000,111.5600,0.00022371
2024-02-16 08:00:00,109.67000000,109.7300,0.00032087
2024-02-16 08:00:00,109.67000000,109.7300,0.00032087
2024-02-16 16:00:00,110.33000000,110.3920,0.00016914
2024-02-16 16:00:00,110.33000000,110.3920,0.00016914
2024-02-17 00:00:00,110.34000000,110.4030,0.00017661
2024-02-17 00:00:00,110.34000000,110.4030,0.00017661
2024-02-17 08:00:00,107.20000000,107.2670,0.00042046
2024-02-17 08:00:00,107.20000000,107.2670,0.00042046
2024-02-17 16:00:00,108.92000000,109.0080,0.00028279
2024-02-17 16:00:00,108.92000000,109.0080,0.00028279
2024-02-18 00:00:00,109.23000000,109.3120,0.00022777
2024-02-18 00:00:00,109.23000000,109.3120,0.00022777
2024-02-18 08:00:00,112.32000000,112.4240,0.00019395
2024-02-18 08:00:00,112.32000000,112.4240,0.00019395
2024-02-18 16:00:00,112.24000000,112.3450,0.00022192
2024-02-18 16:00:00,112.24000000,112.3450,0.00022192
2024-02-19 00:00:00,113.22000000,113.2880,0.00030230
2024-02-19 00:00:00,113.22000000,113.2880,0.00030230
2024-02-19 08:00:00,113.69000000,113.7800,0.00029566
2024-02-19 08:00:00,113.69000000,113.7800,0.00029566
2024-02-19 16:00:00,111.53000000,111.6580,0.00031944
2024-02-19 16:00:00,111.53000000,111.6580,0.00031944
2024-02-20 00:00:00,109.42000000,109.5200,0.00047470
2024-02-20 00:00:00,109.42000000,109.5200,0.00047470
2024-02-20 08:00:00,106.62000000,106.6480,0.00029934
2024-02-20 08:00:00,106.62000000,106.6480,0.00029934
2024-02-20 16:00:00,108.31000000,108.4180,0.00031742
2024-02-20 16:00:00,108.31000000,108.4180,0.00031742
2024-02-21 00:00:00,104.85000000,104.9390,0.00016255
2024-02-21 00:00:00,104.85000000,104.9390,0.00016255
2024-02-21 08:00:00,103.86000000,103.9040,0.00025310
2024-02-21 08:00:00,103.86000000,103.9040,0.00025310
2024-02-21 16:00:00,105.03000000,105.1130,0.00017730
2024-02-21 16:00:00,105.03000000,105.1130,0.00017730
2024-02-22 16:00:00,101.76000000,101.8050,0.00018339
2024-02-22 16:00:00,101.76000000,101.8050,0.00018339
2024-02-23 00:00:00,101.98000000,102.0460,0.00026289
2024-02-23 00:00:00,101.98000000,102.0460,0.00026289
2024-02-23 08:00:00,100.29000000,100.3560,0.00032841
2024-02-23 08:00:00,100.29000000,100.3560,0.00032841
2024-02-23 16:00:00,99.90000000,99.9730,0.00016957
2024-02-23 16:00:00,99.90000000,99.9730,0.00016957
2024-02-24 00:00:00,102.24000000,102.3130,0.00027113
2024-02-24 00:00:00,102.24000000,102.3130,0.00027113
2024-02-24 16:00:00,104.01000000,104.1140,0.00026230
2024-02-24 16:00:00,104.01000000,104.1140,0.00026230
2024-02-25 08:00:00,102.78000000,102.8510,0.00041614
2024-02-25 08:00:00,102.78000000,102.8510,0.00041614
2024-02-25 16:00:00,103.47000000,103.5690,0.00042645
2024-02-25 16:00:00,103.47000000,103.5690,0.00042645
2024-02-26 00:00:00,103.30000000,103.3920,0.00055329
2024-02-26 00:00:00,103.30000000,103.3920,0.00055329
2024-02-26 08:00:00,104.97000000,105.0870,0.00055349
2024-02-26 08:00:00,104.97000000,105.0870,0.00055349
2024-02-26 16:00:00,109.90000000,110.0340,0.00038701
2024-02-26 16:00:00,109.90000000,110.0340,0.00038701
2024-02-27 00:00:00,110.41000000,110.4790,0.00060184
2024-02-27 00:00:00,110.41000000,110.4790,0.00060184
2024-02-27 08:00:00,106.81000000,106.8850,0.00069189
2024-02-27 08:00:00,106.81000000,106.8850,0.00069189
2024-02-27 16:00:00,108.36000000,108.4500,0.00051508
2024-02-27 16:00:00,108.36000000,108.4500,0.00051508
2024-02-28 00:00:00,110.08000000,110.2000,0.00032603
2024-02-28 00:00:00,110.08000000,110.2000,0.00032603
2024-02-28 08:00:00,113.07000000,113.1780,0.00040753
2024-02-28 08:00:00,113.07000000,113.1780,0.00040753
2024-02-28 16:00:00,119.03000000,119.4250,0.00078549
2024-02-28 16:00:00,119.03000000,119.4250,0.00078549
2024-02-29 00:00:00,125.49000000,125.6740,0.00089000
2024-02-29 00:00:00,125.49000000,125.6740,0.00089000
2024-02-29 08:00:00,132.32000000,132.4540,0.00098885
2024-02-29 08:00:00,132.32000000,132.4540,0.00098885
2024-02-29 16:00:00,125.68000000,125.7690,0.00081567
2024-02-29 16:00:00,125.68000000,125.7690,0.00081567
2024-03-01 00:00:00,131.92000000,132.0660,0.00060436
2024-03-01 00:00:00,131.92000000,132.0660,0.00060436
2024-03-01 08:00:00,131.18000000,131.3710,0.00061591
2024-03-01 08:00:00,131.18000000,131.3710,0.00061591
2024-03-01 16:00:00,129.43000000,129.4560,0.00066424
2024-03-01 16:00:00,129.43000000,129.4560,0.00066424
2024-03-02 00:00:00,129.16000000,129.2920,0.00073268
2024-03-02 00:00:00,129.16000000,129.2920,0.00073268
2024-03-02 16:00:00,130.02000000,130.1840,0.00063147
2024-03-02 16:00:00,130.02000000,130.1840,0.00063147
2024-03-03 00:00:00,126.76000000,126.8220,0.00076414
2024-03-03 00:00:00,126.76000000,126.8220,0.00076414
2024-03-03 08:00:00,129.36000000,129.4510,0.00054160
2024-03-03 08:00:00,129.36000000,129.4510,0.00054160
2024-03-03 16:00:00,130.16000000,130.3040,0.00058338
2024-03-03 16:00:00,130.16000000,130.3040,0.00058338
2024-03-04 00:00:00,129.60000000,129.7390,0.00070533
2024-03-04 00:00:00,129.60000000,129.7390,0.00070533
2024-03-04 08:00:00,131.77000000,131.8850,0.00072401
2024-03-04 08:00:00,131.77000000,131.8850,0.00072401
2024-03-04 16:00:00,133.27000000,133.4500,0.00073074
2024-03-04 16:00:00,133.27000000,133.4500,0.00073074
2024-03-05 00:00:00,129.48000000,129.6000,0.00071628
2024-03-05 00:00:00,129.48000000,129.6000,0.00071628
2024-03-05 08:00:00,139.18000000,139.3710,0.00119261
2024-03-05 08:00:00,139.18000000,139.3710,0.00119261
2024-03-05 16:00:00,125.31000000,125.3580,0.00114560
2024-03-05 16:00:00,125.31000000,125.3580,0.00114560
2024-03-06 00:00:00,133.20000000,133.3200,0.00010000
2024-03-06 00:00:00,133.20000000,133.3200,0.00010000
2024-03-06 16:00:00,130.79000000,130.9160,0.00038317
2024-03-06 16:00:00,130.79000000,130.9160,0.00038317
2024-03-07 00:00:00,138.24000000,138.3570,0.00038906
2024-03-07 00:00:00,138.24000000,138.3570,0.00038906
2024-03-07 08:00:00,145.91000000,146.0600,0.00054339
2024-03-07 08:00:00,145.91000000,146.0600,0.00054339
