timestamp,funding_rate,trade_size,entry_spot,close_spot,entry_futures,close_futures,total_profit
2024-02-12 16:00:00,0.0001,0.01,49917.27,49983.09,49943.6,50019.9,1.4711436000000262
2024-02-13 00:00:00,0.0001,0.01,49983.09,48727.47,50019.9,48753.1,-25.174180099999983
2024-02-13 08:00:00,0.0001,0.01,48727.47,49699.59,48753.1,49696.4,19.202953099999984
2024-02-13 16:00:00,0.0001,0.01,49699.59,49838.93,49696.4,49845.0,2.9290964000000237
2024-02-14 00:00:00,0.0001,0.01,49838.93,51590.0,49845.0,51616.4,35.27454500000002
2024-02-14 08:00:00,0.0001,0.01,51590.0,51795.17,51616.4,51823.2,4.171316399999939
2024-02-14 16:00:00,0.0001,0.01,51795.17,51776.61,51823.2,51802.4,-0.34177679999993305
2024-02-15 00:00:00,0.00012282,0.01,51776.61,51948.23,51802.4,51968.7,3.4428237076799824
2024-02-15 08:00:00,0.0001,0.01,51948.23,51880.0,51968.7,51898.5,-1.332331300000003
2024-02-15 16:00:00,0.0001,0.01,51880.0,51731.99,51898.5,51786.4,-2.549201500000006
2024-02-16 00:00:00,0.0001,0.01,51731.99,51888.01,51786.4,51909.3,2.8409864000000553
2024-02-16 08:00:00,0.0001,0.01,51888.01,52124.11,51909.3,52148.6,4.805909299999942
2024-02-16 16:00:00,0.0001,0.01,52124.11,51911.33,52148.6,51933.9,-4.222651399999959
2024-02-17 00:00:00,0.0001,0.01,51911.33,50984.56,51933.9,51013.4,-18.42076610000004
2024-02-17 08:00:00,0.0001,0.01,50984.56,51642.64,51013.4,51679.4,13.291813400000018
2024-02-17 16:00:00,0.0001,0.01,51642.64,51671.1,51679.4,51703.7,0.5792793999999476
2024-02-18 00:00:00,0.00016041,0.01,51671.1,51773.99,51703.7,51808.9,2.1638379051700376
2024-02-18 08:00:00,0.0001724,0.01,51773.99,52137.67,51808.9,52175.9,7.396118543600004
2024-02-18 16:00:00,0.0001530499999999,0.01,52137.67,52394.04,52175.9,52423.9,5.123555214949974
2024-02-19 00:00:00,0.0001709499999999,0.01,52394.04,52127.99,52423.9,52157.5,-5.234881342950096
2024-02-19 08:00:00,0.00023064,0.01,52127.99,51774.73,52157.5,51813.8,-6.849303941999919
2024-02-19 16:00:00,0.00019594,0.01,51774.73,51839.28,51813.8,51869.2,1.301023959719898
2024-02-20 00:00:00,0.00013327,0.01,51839.28,51680.0,51869.2,51712.7,-3.0886739171599884
2024-02-20 08:00:00,0.00010461,0.01,51680.0,52258.82,51712.7,52297.4,11.689296655470041
2024-02-20 16:00:00,0.00010912,0.01,52258.82,51568.64,52297.4,51599.9,-13.819733077120004
2024-02-21 00:00:00,0.00020259,0.01,51568.64,51156.0,51599.9,51183.7,-8.183863762590038
2024-02-21 08:00:00,0.0001,0.01,51156.0,51849.39,51183.7,51877.8,13.926083700000053
2024-02-21 16:00:00,0.00011242,0.01,51849.39,51827.63,51877.8,51860.6,-0.33127897724006405
2024-02-22 00:00:00,0.0001,0.01,51827.63,51602.4,51860.6,51630.0,-4.506439399999945
2024-02-22 08:00:00,0.0001,0.01,51602.4,51288.42,51630.0,51316.9,-6.219170000000018
2024-02-22 16:00:00,0.00013479,0.01,51288.42,50915.96,51316.9,50952.3,-7.301429950489977
2024-02-23 00:00:00,0.00012557,0.01,50915.96,50911.11,50952.3,50938.1,-0.12651919689002908
2024-02-23 08:00:00,0.0001,0.01,50911.11,50744.15,50938.1,50771.9,-3.280661899999962
